,Energy_0,Corr_0,Homogen_0,Contrast_0,ASM_0,Energy_45,Corr_45,Homogen_45,Contrast_45,ASM_45,Energy_90,Corr_90,Homogen_90,Contrast_90,ASM_90,Energy_135,Corr_135,Homogen_135,Contrast_135,ASM_135,output,filenames
0,0.23883282057822816,0.517603258535416,0.4125327131924542,3069.396847208498,0.05704111618535212,0.2328402429705787,0.4815612536846707,0.3841888603230847,3294.21419492839,0.05704111618535212,0.23068375855567747,0.44506831976327077,0.37912428418519795,3528.956027667984,0.05704111618535212,0.2427226254520908,0.5146981914701497,0.43198901327030204,3083.9435178870353,0.05704111618535212,0,dataset/0/fish_0.jpg
0,0.2383533749963119,0.5123577674456208,0.41343622607180186,3262.862123270751,0.056812331372132485,0.2429402648340802,0.525515304727156,0.4330854220435799,3173.205623411247,0.056812331372132485,0.22776373599122376,0.4363901381762469,0.36735507378361243,3774.75372097332,0.056812331372132485,0.23025343578406532,0.46439656627518466,0.376617538040811,3582.1819703639403,0.056812331372132485,0,dataset/0/fish_1.jpg
0,0.25916861836634936,0.44538048101802524,0.45716344977212303,3189.128319540514,0.06716837274592244,0.26290174696935315,0.46638337571314575,0.47145689196983176,3070.5176080352157,0.06716837274592244,0.2771718635227172,0.5663485411314083,0.5230595118438607,2503.627933547431,0.06716837274592244,0.26355957094518856,0.4712810217647446,0.4751344173123113,3042.2723355446715,0.06716837274592244,0,dataset/0/fish_3.jpg
0,0.2696247136826261,0.5486427964971363,0.49614140446423743,3177.3002408596835,0.07269748622843808,0.2524572420398775,0.41963142363351863,0.43855720924674046,4074.41955483911,0.07269748622843808,0.24857676149381322,0.3939724203129829,0.42184699042522356,4255.80487277668,0.07269748622843808,0.25178394535765575,0.41390666658977043,0.43416439072491153,4114.60369520739,0.07269748622843808,0,dataset/0/fish_2.jpg
0,0.2620307436565281,0.44383766828676696,0.46199479466716453,3248.0302618577075,0.06866011062119316,0.2662877817173502,0.47335682804812074,0.4788159982386613,3078.60398970798,0.06866011062119316,0.2955755412905848,0.6486711072363524,0.5770837735890846,2064.272279520751,0.06866011062119316,0.26941109917108297,0.4903607082388661,0.4896977449339648,2979.088551677103,0.06866011062119316,0,dataset/0/fish_6.jpg
0,0.2400571319809808,0.41181642496966986,0.3758464925642835,3377.678575839921,0.05762742661493404,0.24712951070488515,0.4788982095387567,0.4072080752015592,2983.2575020150043,0.05762742661493404,0.276066245848338,0.6927655553553553,0.5127572099620401,1761.563318305336,0.05762742661493404,0.24696192631259628,0.4772860868436341,0.40680455213072264,2992.7445284890573,0.05762742661493404,0,dataset/0/fish_7.jpg
0,0.24545455334067615,0.34591469705601147,0.41640960809024036,3654.368268280632,0.06024793775567083,0.2498850841376318,0.38270463925589626,0.43414469604295425,3449.1183272366543,0.06024793775567083,0.2819649237434728,0.6227537742937891,0.5444628060847975,2116.3613667243085,0.06024793775567083,0.2477721344993762,0.3594202051711482,0.4254038864518249,3579.532333064666,0.06024793775567083,0,dataset/0/fish_4.jpg
0,0.24785553610966338,0.37680557703746553,0.44050938710360915,4043.45730916502,0.06143236678020864,0.24858877523486356,0.3926155954597698,0.44474587840871016,3931.4527094054183,0.06143236678020864,0.24942973900193346,0.40422060571947294,0.45069022164041295,3855.7116940464425,0.06143236678020864,0.2579487357178455,0.45980959501994767,0.4773641239548385,3496.1760183520364,0.06143236678020864,0,dataset/0/fish_11.jpg
0,0.2582205890470768,0.4903672106826606,0.47600677128727087,2948.6311450098815,0.06667787260781931,0.26037851997644407,0.49648867371434136,0.4842637969581563,2909.9485863971727,0.06667787260781931,0.27217682043704555,0.5807120427488479,0.5254125635004946,2427.1383399209485,0.06667787260781931,0.25466365177335915,0.4541869852722759,0.46496245604679187,3154.1693378386753,0.06667787260781931,0,dataset/0/fish_10.jpg
0,0.25904673646224774,0.6950136664440489,0.4770888679714722,2516.427340662055,0.06710521167174123,0.21632145687657442,0.3560514828078848,0.3172006263761733,5294.941564883129,0.06710521167174123,0.21490164033090325,0.3457523404314176,0.30831065382922895,5375.789263216403,0.06710521167174123,0.21882137020404727,0.3840881645680042,0.3333646741618943,5064.214427428855,0.06710521167174123,0,dataset/0/fish_12.jpg
0,0.2165370912760871,0.2906141418891091,0.3159868685866456,5383.534492341897,0.046888311898308485,0.2183515548637457,0.3164036614275743,0.3281609832632053,5186.805304110609,0.046888311898308485,0.27860400056388795,0.7794098109914996,0.5396938820988422,1678.6958065711462,0.046888311898308485,0.22099677747335425,0.33794100053718257,0.3431783886600453,5023.997860995722,0.046888311898308485,0,dataset/0/fish_13.jpg
0,0.24839472559354633,0.4272372866504301,0.4376459841041357,4042.1593070652175,0.06169993970269318,0.255394346149885,0.4732556331787105,0.4639899163993936,3715.3047151094306,0.06169993970269318,0.26912520366099296,0.5664372827652958,0.5104442018690872,3058.2295269268775,0.06169993970269318,0.2548205181264376,0.4718408460991852,0.46085369054799896,3724.89430528861,0.06169993970269318,0,dataset/0/fish_17.jpg
0,0.23925740097503706,0.5360964372307514,0.41188852210799864,3172.641659461462,0.05724410392132967,0.2361963678492402,0.4878663626236548,0.4031396761754009,3501.4096968193935,0.05724410392132967,0.26645251470291687,0.7002396818292822,0.5069991980529646,2054.064908596838,0.05724410392132967,0.23544148411452057,0.4766992198852822,0.40143313852592133,3577.3135036270073,0.05724410392132967,0,dataset/0/fish_16.jpg
0,0.23420601752459652,0.4446560553554184,0.3677476488995043,3229.396723690711,0.05485245864473161,0.23132814370418966,0.38046464268853286,0.3599688352777659,3595.997132494265,0.05485245864473161,0.25341663256287,0.591943605689938,0.44788144057197954,2374.622684041502,0.05485245864473161,0.23022628962146288,0.36610040140692596,0.35432776950517364,3679.6110267220533,0.05485245864473161,0,dataset/0/fish_14.jpg
0,0.23277422958810257,0.44650439402970094,0.3828861880301586,3784.4726562500005,0.05418384196033468,0.23552330716022774,0.4617627196503158,0.3952443413257933,3669.6393142786283,0.05418384196033468,0.241977894239192,0.5159679335832753,0.4193520640185485,3298.915745429842,0.05418384196033468,0.2369471949415485,0.47940533202990826,0.39969315426664,3549.0773451546906,0.05418384196033468,0,dataset/0/fish_15.jpg
